index,inf_prob,diag_prob,i0,behaviour_change,behaviour_change_rate,first_outbreak_size,vaccine_efficacy1,vaccine_efficacy2,infection_efficacy
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.89
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.89
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.89
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.88
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.88
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.88
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.88
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.88
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.88
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.88
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.88
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.88
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.88
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.94
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.94
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.94
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.94
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.94
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.94
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.94
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.94
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.94
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.94
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.9
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.95
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.95
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.95
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.95
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.95
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.95
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.95
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.95
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.95
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.95
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.93
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.93
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.93
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.93
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.93
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.93
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.93
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.93
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.93
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.93
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.99
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.99
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.99
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.99
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.99
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.99
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.99
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.99
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.99
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.99
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.94
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.94
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.94
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.94
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.94
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.94
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.94
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.94
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.94
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.94
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.83
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.83
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.83
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.83
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.83
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.83
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.83
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.83
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.83
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.83
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.91
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.91
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.91
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.91
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.91
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.91
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.91
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.91
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.91
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.91
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.98
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.92
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.92
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.92
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.92
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.92
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.92
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.92
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.92
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.92
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.92
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.85
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.85
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.85
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.85
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.85
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.85
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.85
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.85
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.85
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.85
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.76
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.76
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.76
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.76
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.76
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.76
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.76
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.76
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.76
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.76
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.95
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.95
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.95
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.95
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.95
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.95
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.95
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.95
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.95
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.95
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
1921.0,0.66839417035051,0.2951808820984422,15.0,0.09816134184621,0.0096228346921471,6825.0,0,0,0.97
